id,name_en,name_fr,type_1,type_2,generation,evolution_level,evolves_from,is_baby,is_legendary,is_mythical,height,weight,base_experience,base_happiness,capture_rate,gender_rate,growth_rate,hatch_counter,hp,hp_effort,attack,attack_effort,defense,defense_effort,special-attack,special-attack_effort,special-defense,special-defense_effort,speed,speed_effort
104,cubone,Osselait,ground,,1,0,,False,False,False,4,65,64,70,190,4,medium,20,50,0,50,0,95,1,40,0,50,0,35,0
105,marowak,Ossatueur,ground,,1,1,cubone,False,False,False,10,450,149,70,75,4,medium,20,60,0,80,0,110,2,50,0,80,0,45,0
106,hitmonlee,Kicklee,fighting,,1,1,tyrogue,False,False,False,15,498,159,70,45,0,medium,25,50,0,120,2,53,0,35,0,110,0,87,0
107,hitmonchan,Tygnon,fighting,,1,1,tyrogue,False,False,False,14,502,159,70,45,0,medium,25,50,0,105,0,79,0,35,0,110,2,76,0
108,lickitung,Excelangue,normal,,1,0,,False,False,False,12,655,77,70,45,4,medium,20,90,2,55,0,75,0,60,0,75,0,30,0
109,koffing,Smogo,poison,,1,0,,False,False,False,6,10,68,70,190,4,medium,20,40,0,65,0,95,1,60,0,45,0,35,0
11,metapod,Chrysacier,bug,,1,1,caterpie,False,False,False,7,99,72,70,120,4,medium,15,50,0,20,0,55,2,25,0,25,0,30,0
110,weezing,Smogogo,poison,,1,1,koffing,False,False,False,12,95,172,70,60,4,medium,20,65,0,90,0,120,2,85,0,70,0,60,0
111,rhyhorn,Rhinocorne,ground,rock,1,0,,False,False,False,10,1150,69,70,120,4,slow,20,80,0,85,0,95,1,30,0,30,0,25,0
112,rhydon,Rhinoféros,ground,rock,1,1,rhyhorn,False,False,False,19,1200,170,70,60,4,slow,20,105,0,130,2,120,0,45,0,45,0,40,0
113,chansey,Leveinard,normal,,1,1,happiny,False,False,False,11,346,395,140,30,8,fast,40,250,2,5,0,5,0,35,0,105,0,50,0
114,tangela,Saquedeneu,grass,,1,0,,False,False,False,10,350,87,70,45,4,medium,20,65,0,55,0,115,1,100,0,40,0,60,0
115,kangaskhan,Kangourex,normal,,1,0,,False,False,False,22,800,172,70,45,8,medium,20,105,2,95,0,80,0,40,0,80,0,90,0
116,horsea,Hypotrempe,water,,1,0,,False,False,False,4,80,59,70,225,4,medium,20,30,0,40,0,70,0,70,1,25,0,60,0
117,seadra,Hypocéan,water,,1,1,horsea,False,False,False,12,250,154,70,75,4,medium,20,55,0,65,0,95,1,95,1,45,0,85,0
118,goldeen,Poissirène,water,,1,0,,False,False,False,6,150,64,70,225,4,medium,20,45,0,67,1,60,0,35,0,50,0,63,0
119,seaking,Poissoroy,water,,1,1,goldeen,False,False,False,13,390,158,70,60,4,medium,20,80,0,92,2,65,0,65,0,80,0,68,0
12,butterfree,Papilusion,bug,flying,1,1,metapod,False,False,False,11,320,178,70,45,4,medium,15,60,0,45,0,50,0,90,2,80,1,70,0
120,staryu,Stari,water,,1,0,,False,False,False,8,345,68,70,225,-1,slow,20,30,0,45,0,55,0,70,0,55,0,85,1
121,starmie,Staross,water,psychic,1,1,staryu,False,False,False,11,800,182,70,60,-1,slow,20,60,0,75,0,85,0,100,0,85,0,115,2
122,mr-mime,M. Mime,psychic,fairy,1,1,mime-jr,False,False,False,13,545,161,70,45,4,medium,25,40,0,45,0,65,0,100,0,120,2,90,0
123,scyther,Insécateur,bug,flying,1,0,,False,False,False,15,560,100,70,45,4,medium,25,70,0,110,1,80,0,55,0,80,0,105,0
124,jynx,Lippoutou,ice,psychic,1,1,smoochum,False,False,False,14,406,159,70,45,8,medium,25,65,0,50,0,35,0,115,2,95,0,95,0
125,electabuzz,Élektek,electric,,1,1,elekid,False,False,False,11,300,172,70,45,2,medium,25,65,0,83,0,57,0,95,0,85,0,105,2
126,magmar,Magmar,fire,,1,1,magby,False,False,False,13,445,173,70,45,2,medium,25,65,0,95,0,57,0,100,2,85,0,93,0
127,pinsir,Scarabrute,bug,,1,0,,False,False,False,15,550,175,70,45,4,slow,25,65,0,125,2,100,0,55,0,70,0,85,0
128,tauros,Tauros,normal,,1,0,,False,False,False,14,884,172,70,45,0,slow,20,75,0,100,1,95,0,40,0,70,0,110,1
129,magikarp,Magicarpe,water,,1,0,,False,False,False,9,100,40,70,255,4,slow,5,20,0,10,0,55,0,15,0,20,0,80,1
13,weedle,Aspicot,bug,poison,1,0,,False,False,False,3,32,39,70,255,4,medium,15,40,0,35,0,30,0,20,0,20,0,50,1
130,gyarados,Léviator,water,flying,1,1,magikarp,False,False,False,65,2350,189,70,45,4,slow,5,95,0,125,2,79,0,60,0,100,0,81,0
131,lapras,Lokhlass,water,ice,1,0,,False,False,False,25,2200,187,70,45,4,slow,40,130,2,85,0,80,0,85,0,95,0,60,0
132,ditto,Métamorph,normal,,1,0,,False,False,False,3,40,101,70,35,-1,medium,20,48,1,48,0,48,0,48,0,48,0,48,0
133,eevee,Évoli,normal,,1,0,,False,False,False,3,65,65,70,45,1,medium,35,55,0,55,0,50,0,45,0,65,1,55,0
134,vaporeon,Aquali,water,,1,1,eevee,False,False,False,10,290,184,70,45,1,medium,35,130,2,65,0,60,0,110,0,95,0,65,0
135,jolteon,Voltali,electric,,1,1,eevee,False,False,False,8,245,184,70,45,1,medium,35,65,0,65,0,60,0,110,0,95,0,130,2
136,flareon,Pyroli,fire,,1,1,eevee,False,False,False,9,250,184,70,45,1,medium,35,65,0,130,2,60,0,95,0,110,0,65,0
137,porygon,Porygon,normal,,1,0,,False,False,False,8,365,79,70,45,-1,medium,20,65,0,60,0,70,0,85,1,75,0,40,0
138,omanyte,Amonita,rock,water,1,0,,False,False,False,4,75,71,70,45,1,medium,30,35,0,40,0,100,1,90,0,55,0,35,0
139,omastar,Amonistar,rock,water,1,1,omanyte,False,False,False,10,350,173,70,45,1,medium,30,70,0,60,0,125,2,115,0,70,0,55,0
14,kakuna,Coconfort,bug,poison,1,1,weedle,False,False,False,6,100,72,70,120,4,medium,15,45,0,25,0,50,2,25,0,25,0,35,0
140,kabuto,Kabuto,rock,water,1,0,,False,False,False,5,115,71,70,45,1,medium,30,30,0,80,0,90,1,55,0,45,0,55,0
141,kabutops,Kabutops,rock,water,1,1,kabuto,False,False,False,13,405,173,70,45,1,medium,30,60,0,115,2,105,0,65,0,70,0,80,0
142,aerodactyl,Ptéra,rock,flying,1,0,,False,False,False,18,590,180,70,45,1,slow,35,80,0,105,0,65,0,60,0,75,0,130,2
143,snorlax,Ronflex,normal,,1,1,munchlax,False,False,False,21,4600,189,70,25,1,slow,40,160,2,110,0,65,0,65,0,110,0,30,0
144,articuno,Artikodin,ice,flying,1,0,,False,True,False,17,554,261,35,3,-1,slow,80,90,0,85,0,100,0,95,0,125,3,85,0
145,zapdos,Électhor,electric,flying,1,0,,False,True,False,16,526,261,35,3,-1,slow,80,90,0,90,0,85,0,125,3,90,0,100,0
146,moltres,Sulfura,fire,flying,1,0,,False,True,False,20,600,261,35,3,-1,slow,80,90,0,100,0,90,0,125,3,85,0,90,0
147,dratini,Minidraco,dragon,,1,0,,False,False,False,18,33,60,35,45,4,slow,40,41,0,64,1,45,0,50,0,50,0,50,0
148,dragonair,Draco,dragon,,1,1,dratini,False,False,False,40,165,147,35,45,4,slow,40,61,0,84,2,65,0,70,0,70,0,70,0
149,dragonite,Dracolosse,dragon,flying,1,1,dragonair,False,False,False,22,2100,270,35,45,4,slow,40,91,0,134,3,95,0,100,0,100,0,80,0
15,beedrill,Dardargnan,bug,poison,1,1,kakuna,False,False,False,10,295,178,70,45,4,medium,15,65,0,90,2,40,0,45,0,80,1,75,0
150,mewtwo,Mewtwo,psychic,,1,0,,False,True,False,20,1220,306,0,3,-1,slow,120,106,0,110,0,90,0,154,3,90,0,130,0
151,mew,Mew,psychic,,1,0,,False,False,True,4,40,270,100,45,-1,medium-slow,120,100,3,100,0,100,0,100,0,100,0,100,0
152,chikorita,Germignon,grass,,2,0,,False,False,False,9,64,64,70,45,1,medium-slow,20,45,0,49,0,65,0,49,0,65,1,45,0
153,bayleef,Macronium,grass,,2,1,chikorita,False,False,False,12,158,142,70,45,1,medium-slow,20,60,0,62,0,80,1,63,0,80,1,60,0
154,meganium,Méganium,grass,,2,1,bayleef,False,False,False,18,1005,236,70,45,1,medium-slow,20,80,0,82,0,100,1,83,0,100,2,80,0
155,cyndaquil,Héricendre,fire,,2,0,,False,False,False,5,79,62,70,45,1,medium-slow,20,39,0,52,0,43,0,60,0,50,0,65,1
156,quilava,Feurisson,fire,,2,1,cyndaquil,False,False,False,9,190,142,70,45,1,medium-slow,20,58,0,64,0,58,0,80,1,65,0,80,1
157,typhlosion,Typhlosion,fire,,2,1,quilava,False,False,False,17,795,240,70,45,1,medium-slow,20,78,0,84,0,78,0,109,3,85,0,100,0
158,totodile,Kaiminus,water,,2,0,,False,False,False,6,95,63,70,45,1,medium-slow,20,50,0,65,1,64,0,44,0,48,0,43,0
159,croconaw,Crocrodil,water,,2,1,totodile,False,False,False,11,250,142,70,45,1,medium-slow,20,65,0,80,1,80,1,59,0,63,0,58,0
16,pidgey,Roucool,normal,flying,1,0,,False,False,False,3,18,50,70,255,4,medium-slow,15,40,0,45,0,40,0,35,0,35,0,56,1
160,feraligatr,Aligatueur,water,,2,1,croconaw,False,False,False,23,888,239,70,45,1,medium-slow,20,85,0,105,2,100,1,79,0,83,0,78,0
161,sentret,Fouinette,normal,,2,0,,False,False,False,8,60,43,70,255,4,medium,15,35,0,46,1,34,0,35,0,45,0,20,0
162,furret,Fouinar,normal,,2,1,sentret,False,False,False,18,325,145,70,90,4,medium,15,85,0,76,0,64,0,45,0,55,0,90,2
163,hoothoot,Hoothoot,normal,flying,2,0,,False,False,False,7,212,52,70,255,4,medium,15,60,1,30,0,30,0,36,0,56,0,50,0
164,noctowl,Noarfang,normal,flying,2,1,hoothoot,False,False,False,16,408,158,70,90,4,medium,15,100,2,50,0,50,0,86,0,96,0,70,0
165,ledyba,Coxy,bug,flying,2,0,,False,False,False,10,108,53,70,255,4,fast,15,40,0,20,0,30,0,40,0,80,1,55,0
166,ledian,Coxyclaque,bug,flying,2,1,ledyba,False,False,False,14,356,137,70,90,4,fast,15,55,0,35,0,50,0,55,0,110,2,85,0
167,spinarak,Mimigal,bug,poison,2,0,,False,False,False,5,85,50,70,255,4,fast,15,40,0,60,1,40,0,40,0,40,0,30,0
168,ariados,Migalos,bug,poison,2,1,spinarak,False,False,False,11,335,140,70,90,4,fast,15,70,0,90,2,70,0,60,0,70,0,40,0
169,crobat,Nostenfer,poison,flying,2,1,golbat,False,False,False,18,750,241,70,90,4,medium,15,85,0,90,0,80,0,70,0,80,0,130,3
17,pidgeotto,Roucoups,normal,flying,1,1,pidgey,False,False,False,11,300,122,70,120,4,medium-slow,15,63,0,60,0,55,0,50,0,50,0,71,2
170,chinchou,Loupio,water,electric,2,0,,False,False,False,5,120,66,70,190,4,slow,20,75,1,38,0,38,0,56,0,56,0,67,0
171,lanturn,Lanturn,water,electric,2,1,chinchou,False,False,False,12,225,161,70,75,4,slow,20,125,2,58,0,58,0,76,0,76,0,67,0
172,pichu,Pichu,electric,,2,0,,True,False,False,3,20,41,70,190,4,medium,10,20,0,40,0,15,0,35,0,35,0,60,1
173,cleffa,Mélo,fairy,,2,0,,True,False,False,3,30,44,140,150,6,fast,10,50,0,25,0,28,0,45,0,55,1,15,0
174,igglybuff,Toudoudou,normal,fairy,2,0,,True,False,False,3,10,42,70,170,6,fast,10,90,1,30,0,15,0,40,0,20,0,15,0
175,togepi,Togepi,fairy,,2,0,,True,False,False,3,15,49,70,190,1,fast,10,35,0,20,0,65,0,40,0,65,1,20,0
176,togetic,Togetic,fairy,flying,2,1,togepi,False,False,False,6,32,142,70,75,1,fast,10,55,0,40,0,85,0,80,0,105,2,40,0
177,natu,Natu,psychic,flying,2,0,,False,False,False,2,20,64,70,190,4,medium,20,40,0,50,0,45,0,70,1,45,0,70,0
178,xatu,Xatu,psychic,flying,2,1,natu,False,False,False,15,150,165,70,75,4,medium,20,65,0,75,0,70,0,95,1,70,0,95,1
179,mareep,Wattouat,electric,,2,0,,False,False,False,6,78,56,70,235,4,medium-slow,20,55,0,40,0,40,0,65,1,45,0,35,0
18,pidgeot,Roucarnage,normal,flying,1,1,pidgeotto,False,False,False,15,395,216,70,45,4,medium-slow,15,83,0,80,0,75,0,70,0,70,0,101,3
180,flaaffy,Lainergie,electric,,2,1,mareep,False,False,False,8,133,128,70,120,4,medium-slow,20,70,0,55,0,55,0,80,2,60,0,45,0
181,ampharos,Pharamp,electric,,2,1,flaaffy,False,False,False,14,615,230,70,45,4,medium-slow,20,90,0,75,0,85,0,115,3,90,0,55,0
182,bellossom,Joliflor,grass,,2,1,gloom,False,False,False,4,58,221,70,45,4,medium-slow,20,75,0,80,0,95,0,90,0,100,3,50,0
183,marill,Marill,water,fairy,2,1,azurill,False,False,False,4,85,88,70,190,4,fast,10,70,2,20,0,50,0,20,0,50,0,40,0
184,azumarill,Azumarill,water,fairy,2,1,marill,False,False,False,8,285,189,70,75,4,fast,10,100,3,50,0,80,0,60,0,80,0,50,0
185,sudowoodo,Simularbre,rock,,2,1,bonsly,False,False,False,12,380,144,70,65,4,medium,20,70,0,100,0,115,2,30,0,65,0,30,0
186,politoed,Tarpaud,water,,2,1,poliwhirl,False,False,False,11,339,225,70,45,4,medium-slow,20,90,0,75,0,75,0,90,0,100,3,70,0
187,hoppip,Granivol,grass,flying,2,0,,False,False,False,4,5,50,70,255,4,medium-slow,20,35,0,35,0,40,0,35,0,55,1,50,0
188,skiploom,Floravol,grass,flying,2,1,hoppip,False,False,False,6,10,119,70,120,4,medium-slow,20,55,0,45,0,50,0,45,0,65,0,80,2
189,jumpluff,Cotovol,grass,flying,2,1,skiploom,False,False,False,8,30,207,70,45,4,medium-slow,20,75,0,55,0,70,0,55,0,95,0,110,3
19,rattata,Rattata,normal,,1,0,,False,False,False,3,35,51,70,255,4,medium,15,30,0,56,0,35,0,25,0,35,0,72,1
190,aipom,Capumain,normal,,2,0,,False,False,False,8,115,72,70,45,4,fast,20,55,0,70,0,55,0,40,0,55,0,85,1
191,sunkern,Tournegrin,grass,,2,0,,False,False,False,3,18,36,70,235,4,medium-slow,20,30,0,30,0,30,0,30,1,30,0,30,0
192,sunflora,Héliatronc,grass,,2,1,sunkern,False,False,False,8,85,149,70,120,4,medium-slow,20,75,0,75,0,55,0,105,2,85,0,30,0
193,yanma,Yanma,bug,flying,2,0,,False,False,False,12,380,78,70,75,4,medium,20,65,0,65,0,45,0,75,0,45,0,95,1
194,wooper,Axoloto,water,ground,2,0,,False,False,False,4,85,42,70,255,4,medium,20,55,1,45,0,45,0,25,0,25,0,15,0
195,quagsire,Maraiste,water,ground,2,1,wooper,False,False,False,14,750,151,70,90,4,medium,20,95,2,85,0,85,0,65,0,65,0,35,0
196,espeon,Mentali,psychic,,2,1,eevee,False,False,False,9,265,184,70,45,1,medium,35,65,0,65,0,60,0,130,2,95,0,110,0
197,umbreon,Noctali,dark,,2,1,eevee,False,False,False,10,270,184,35,45,1,medium,35,95,0,65,0,110,0,60,0,130,2,65,0
198,murkrow,Cornèbre,dark,flying,2,0,,False,False,False,5,21,81,35,30,4,medium-slow,20,60,0,85,0,42,0,85,0,42,0,91,1
199,slowking,Roigada,water,psychic,2,1,slowpoke,False,False,False,20,795,172,70,70,4,medium,20,95,0,75,0,80,0,100,0,110,2,30,0
2,ivysaur,Herbizarre,grass,poison,1,1,bulbasaur,False,False,False,10,130,142,70,45,1,medium-slow,20,60,0,62,0,63,0,80,1,80,1,60,0
20,raticate,Rattatac,normal,,1,1,rattata,False,False,False,7,185,145,70,127,4,medium,15,55,0,81,0,60,0,50,0,70,0,97,2
200,misdreavus,Feuforêve,ghost,,2,0,,False,False,False,7,10,87,35,45,4,fast,25,60,0,60,0,60,0,85,0,85,1,85,0
201,unown,Zarbi,psychic,,2,0,,False,False,False,5,50,118,70,225,-1,medium,40,48,0,72,1,48,0,72,1,48,0,48,0
202,wobbuffet,Qulbutoké,psychic,,2,1,wynaut,False,False,False,13,285,142,70,45,4,medium,20,190,2,33,0,58,0,33,0,58,0,33,0
203,girafarig,Girafarig,normal,psychic,2,0,,False,False,False,15,415,159,70,60,4,medium,20,70,0,80,0,65,0,90,2,65,0,85,0
204,pineco,Pomdepik,bug,,2,0,,False,False,False,6,72,58,70,190,4,medium,20,50,0,65,0,90,1,35,0,35,0,15,0
205,forretress,Foretress,bug,steel,2,1,pineco,False,False,False,12,1258,163,70,75,4,medium,20,75,0,90,0,140,2,60,0,60,0,40,0
206,dunsparce,Insolourdo,normal,,2,0,,False,False,False,15,140,145,70,190,4,medium,20,100,1,70,0,70,0,65,0,65,0,45,0
207,gligar,Scorplane,ground,flying,2,0,,False,False,False,11,648,86,70,60,4,medium-slow,20,65,0,75,0,105,1,35,0,65,0,85,0
208,steelix,Steelix,steel,ground,2,1,onix,False,False,False,92,4000,179,70,25,4,medium,25,75,0,85,0,200,2,55,0,65,0,30,0
209,snubbull,Snubbull,fairy,,2,0,,False,False,False,6,78,60,70,190,6,fast,20,60,0,80,1,50,0,40,0,40,0,30,0
21,spearow,Piafabec,normal,flying,1,0,,False,False,False,3,20,52,70,255,4,medium,15,40,0,60,0,30,0,31,0,31,0,70,1
210,granbull,Granbull,fairy,,2,1,snubbull,False,False,False,14,487,158,70,75,6,fast,20,90,0,120,2,75,0,60,0,60,0,45,0
211,qwilfish,Qwilfish,water,poison,2,0,,False,False,False,5,39,88,70,45,4,medium,20,65,0,95,1,85,0,55,0,55,0,85,0
212,scizor,Cizayox,bug,steel,2,1,scyther,False,False,False,18,1180,175,70,25,4,medium,25,70,0,130,2,100,0,55,0,80,0,65,0
213,shuckle,Caratroc,bug,rock,2,0,,False,False,False,6,205,177,70,190,4,medium-slow,20,20,0,10,0,230,1,10,0,230,1,5,0
214,heracross,Scarhino,bug,fighting,2,0,,False,False,False,15,540,175,70,45,4,slow,25,80,0,125,2,75,0,40,0,95,0,85,0
215,sneasel,Farfuret,dark,ice,2,0,,False,False,False,9,280,86,35,60,4,medium-slow,20,55,0,95,0,55,0,35,0,75,0,115,1
216,teddiursa,Teddiursa,normal,,2,0,,False,False,False,6,88,66,70,120,4,medium,20,60,0,80,1,50,0,50,0,50,0,40,0
217,ursaring,Ursaring,normal,,2,1,teddiursa,False,False,False,18,1258,175,70,60,4,medium,20,90,0,130,2,75,0,75,0,75,0,55,0
218,slugma,Limagma,fire,,2,0,,False,False,False,7,350,50,70,190,4,medium,20,40,0,40,0,40,0,70,1,40,0,20,0
219,magcargo,Volcaropod,fire,rock,2,1,slugma,False,False,False,8,550,151,70,75,4,medium,20,60,0,50,0,120,2,90,0,80,0,30,0
22,fearow,Rapasdepic,normal,flying,1,1,spearow,False,False,False,12,380,155,70,90,4,medium,15,65,0,90,0,65,0,61,0,61,0,100,2
220,swinub,Marcacrin,ice,ground,2,0,,False,False,False,4,65,50,70,225,4,slow,20,50,0,50,1,40,0,30,0,30,0,50,0
221,piloswine,Cochignon,ice,ground,2,1,swinub,False,False,False,11,558,158,70,75,4,slow,20,100,1,100,1,80,0,60,0,60,0,50,0
222,corsola,Corayon,water,rock,2,0,,False,False,False,6,50,144,70,60,6,fast,20,65,0,55,0,95,1,65,0,95,1,35,0
223,remoraid,Rémoraid,water,,2,0,,False,False,False,6,120,60,70,190,4,medium,20,35,0,65,0,35,0,65,1,35,0,65,0
224,octillery,Octillery,water,,2,1,remoraid,False,False,False,9,285,168,70,75,4,medium,20,75,0,105,1,75,0,105,1,75,0,45,0
225,delibird,Cadoizo,ice,flying,2,0,,False,False,False,9,160,116,70,45,4,fast,20,45,0,55,0,45,0,65,0,45,0,75,1
226,mantine,Démanta,water,flying,2,1,mantyke,False,False,False,21,2200,170,70,25,4,slow,25,85,0,40,0,70,0,80,0,140,2,70,0
227,skarmory,Airmure,steel,flying,2,0,,False,False,False,17,505,163,70,25,4,slow,25,65,0,80,0,140,2,40,0,70,0,70,0
228,houndour,Malosse,dark,fire,2,0,,False,False,False,6,108,66,35,120,4,slow,20,45,0,60,0,30,0,80,1,50,0,65,0
229,houndoom,Démolosse,dark,fire,2,1,houndour,False,False,False,14,350,175,35,45,4,slow,20,75,0,90,0,50,0,110,2,80,0,95,0
23,ekans,Abo,poison,,1,0,,False,False,False,20,69,58,70,255,4,medium,20,35,0,60,1,44,0,40,0,54,0,55,0
230,kingdra,Hyporoi,water,dragon,2,1,seadra,False,False,False,18,1520,243,70,45,4,medium,20,75,0,95,1,95,0,95,1,95,1,85,0
231,phanpy,Phanpy,ground,,2,0,,False,False,False,5,335,66,70,120,4,medium,20,90,1,60,0,60,0,40,0,40,0,40,0
232,donphan,Donphan,ground,,2,1,phanpy,False,False,False,11,1200,175,70,60,4,medium,20,90,0,120,1,120,1,60,0,60,0,50,0
233,porygon2,Porygon2,normal,,2,1,porygon,False,False,False,6,325,180,70,45,-1,medium,20,85,0,80,0,90,0,105,2,95,0,60,0
234,stantler,Cerfrousse,normal,,2,0,,False,False,False,14,712,163,70,45,4,slow,20,73,0,95,1,62,0,85,0,65,0,85,0
235,smeargle,Queulorior,normal,,2,0,,False,False,False,12,580,88,70,45,4,fast,20,55,0,20,0,35,0,20,0,45,0,75,1
236,tyrogue,Debugant,fighting,,2,0,,True,False,False,7,210,42,70,75,0,medium,25,35,0,35,1,35,0,35,0,35,0,35,0
237,hitmontop,Kapoera,fighting,,2,1,tyrogue,False,False,False,14,480,159,70,45,0,medium,25,50,0,95,0,95,0,35,0,110,2,70,0
238,smoochum,Lippouti,ice,psychic,2,0,,True,False,False,4,60,61,70,45,8,medium,25,45,0,30,0,15,0,85,1,65,0,65,0
239,elekid,Élekid,electric,,2,0,,True,False,False,6,235,72,70,45,2,medium,25,45,0,63,0,37,0,65,0,55,0,95,1
24,arbok,Arbok,poison,,1,1,ekans,False,False,False,35,650,157,70,90,4,medium,20,60,0,95,2,69,0,65,0,79,0,80,0
240,magby,Magby,fire,,2,0,,True,False,False,7,214,73,70,45,2,medium,25,45,0,75,0,37,0,70,0,55,0,83,1
241,miltank,Écrémeuh,normal,,2,0,,False,False,False,12,755,172,70,45,8,slow,20,95,0,80,0,105,2,40,0,70,0,100,0
242,blissey,Leuphorie,normal,,2,1,chansey,False,False,False,15,468,608,140,30,8,fast,40,255,3,10,0,10,0,75,0,135,0,55,0
243,raikou,Raikou,electric,,2,0,,False,True,False,19,1780,261,35,3,-1,slow,80,90,0,85,0,75,0,115,1,100,0,115,2
244,entei,Entei,fire,,2,0,,False,True,False,21,1980,261,35,3,-1,slow,80,115,1,115,2,85,0,90,0,75,0,100,0
